V1	V2
isogroup3545	GO:0004245;GO:0006508;GO:0016020;GO:0008237;GO:0008270;GO:0016511
isogroup35457	GO:0007218;GO:0016020;GO:0016021;GO:0005261;GO:0006812;GO:0005509;GO:0005216;GO:0006811;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557
isogroup3546	GO:0004553;GO:0005975
isogroup3547	GO:0008152;GO:0016491;GO:0009013;GO:0047105;GO:0004029
isogroup35477	GO:0004305
isogroup3548	GO:0007155;GO:0002226;GO:0042381
isogroup35496	GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup355	GO:0003867;GO:0009448;GO:0008483;GO:0030170
isogroup35501	GO:0005524;GO:0006812;GO:0015662;GO:0016020;GO:0015077;GO:0015672;GO:0016021;GO:0003824;GO:0008152;GO:0016820;GO:0005391;GO:0008900
isogroup35514	GO:0004221;GO:0007268;GO:0048167
isogroup35515	GO:0006508;GO:0030693;GO:0005515;GO:0005622;GO:0042981;GO:0004197;GO:0016946;GO:0006915;GO:1900119
isogroup3552	GO:0004144
isogroup3553	GO:0008152;GO:0016491;GO:0009013;GO:0047105;GO:0004029
isogroup35537	GO:0003735;GO:0005622;GO:0005840;GO:0006412
isogroup35538	GO:0005007
isogroup3554	GO:0005622;GO:0008270;GO:0010992
isogroup35548	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup3555	GO:0006457;GO:0051082;GO:0005524;GO:0006950;GO:0033554;GO:0061077
isogroup35558	GO:0016020;GO:0005489;GO:0005507;GO:0006118
isogroup3556	GO:0004289;GO:0006508;GO:0001735
isogroup35564	GO:0004289;GO:0006508;GO:0000166;GO:0017111
isogroup3557	GO:0003723;GO:0003677;GO:0005622
isogroup3558	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004684;GO:0004685;GO:0005954;GO:0007268;GO:0048167
isogroup35588	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup3559	GO:0015220
isogroup35592	GO:0005515;GO:0007165;GO:0007242
isogroup35598	GO:0006118;GO:0015036;GO:0016491;GO:0046592
isogroup35602	GO:0008757;GO:0008168;GO:0043333
isogroup3561	GO:0007155;GO:0007275
isogroup35611	GO:0008853
isogroup35616	GO:0006464
isogroup35620	GO:0004446
isogroup35624	GO:0004930;GO:0016020
isogroup35629	GO:0004295;GO:0006508;GO:0004263;GO:0005509;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
isogroup3563	GO:0004221;GO:0007268;GO:0048167
isogroup35635	GO:0005216;GO:0006811;GO:0016020;GO:0007600
isogroup35638	GO:0004623;GO:0005509;GO:0016042
isogroup35639	GO:0008067;GO:0016020
isogroup35644	GO:0005634;GO:0005732;GO:0006397;GO:0030529
isogroup35646	GO:0006118;GO:0004497;GO:0016705;GO:0018585;GO:0018586;GO:0018587;GO:0018588;GO:0018589;GO:0018590;GO:0018591;GO:0018592;GO:0018593;GO:0018594;GO:0018595;GO:0018596;GO:0018597;GO:0018598;GO:0018599;GO:0018600;GO:0018601;GO:0030342
isogroup3565	GO:0003723;GO:0006412
isogroup35661	GO:0005515;GO:0042981;GO:0006915;GO:1900119
isogroup35664	GO:0008083
isogroup35665	GO:0005215;GO:0006810;GO:0016021
isogroup3568	GO:0005509
isogroup3569	GO:0008152;GO:0016491;GO:0009013;GO:0047105;GO:0004029
isogroup35690	GO:0000785;GO:0003677;GO:0005634;GO:0006355
isogroup35692	GO:0006118;GO:0016491;GO:0016614;GO:0050660;GO:0008812
isogroup35699	GO:0005509;GO:0016706;GO:0019538
isogroup357	GO:0004871;GO:0005515;GO:0005096
isogroup3570	GO:0006118;GO:0008152;GO:0016491;GO:0047115;GO:0047837
isogroup35704	GO:0005007
isogroup35711	GO:0006508;GO:0030693;GO:0005515;GO:0005622;GO:0042981;GO:0004197;GO:0016946;GO:0006915;GO:1900119
isogroup35713	GO:0004089;GO:0006730;GO:0008270;GO:0031214
isogroup35719	GO:0003677;GO:0006355
isogroup35720	GO:0007155;GO:0002226;GO:0042381
isogroup35722	GO:0005198;GO:0007155
isogroup35728	GO:0007218;GO:0016020;GO:0005261;GO:0006812;GO:0005509;GO:0005216;GO:0006811
isogroup3573	GO:0005488;GO:0006810;GO:0016020;GO:0005739;GO:0006839;GO:0005743;GO:0005215;GO:0005310
isogroup35732	GO:0019825
isogroup35737	GO:0004197;GO:0006508;GO:0008234;GO:0004217
isogroup35743	GO:0004844;GO:0006281;GO:0016799;GO:0017065;GO:0019104
isogroup3575	GO:0006118;GO:0004497;GO:0050381;GO:0004508
isogroup35752	GO:0005249;GO:0006813;GO:0008076;GO:0016020
isogroup35754	GO:0005576
isogroup35756	GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0008270;GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup35768	GO:0005261;GO:0006812;GO:0016020;GO:0005216;GO:0006811;GO:0007600
isogroup35780	GO:0004623;GO:0005509;GO:0016042
isogroup35792	GO:0003735;GO:0006412;GO:0015934;GO:0042254
isogroup358	GO:0003677;GO:0005524;GO:0000785;GO:0003682;GO:0005634;GO:0006333;GO:0008026;GO:0003676;GO:0004386;GO:0006355;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup3580	GO:0004888;GO:0007275;GO:0016020;GO:0004926;GO:0007166;GO:0004930
isogroup35807	GO:0006508;GO:0008533;GO:0005509;GO:0008237;GO:0008270;GO:0031419;GO:0002226;GO:0009682
isogroup3581	GO:0004246;GO:0006508;GO:0016020;GO:0008237;GO:0008270
isogroup35824	GO:0005784;GO:0006613;GO:0030176
isogroup35827	GO:0007155;GO:0005509
isogroup3583	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup3584	GO:0004721;GO:0006470;GO:0004725;GO:0004722;GO:0008138;GO:0016314;GO:0051800
isogroup3585	GO:0003824;GO:0002226;GO:0042381
isogroup35851	GO:0004687
isogroup35858	GO:0005272;GO:0006814;GO:0016020;GO:0007600
isogroup3586	GO:0005509
isogroup35873	GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004713;GO:0004687;GO:0007268;GO:0048167
isogroup35879	GO:0005622;GO:0008270;GO:0005529;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup3588	GO:0005007
isogroup35889	GO:0004623;GO:0005509;GO:0016042;GO:0004624;GO:0004625;GO:0004626;GO:0004627;GO:0004628;GO:0047498;GO:0047499
isogroup3589	GO:0003676;GO:0004652;GO:0006350
isogroup35892	GO:0006118;GO:0004497;GO:0004508
isogroup35899	GO:0004871;GO:0005834;GO:0007186
isogroup359	GO:0016020;GO:0005509
isogroup3590	GO:0008483;GO:0030170;GO:0008453;GO:0047305
isogroup35906	GO:0005554
isogroup35909	GO:0008067;GO:0016020;GO:0004965;GO:0007600
isogroup35913	GO:0008152;GO:0016491;GO:0004029;GO:0004030
isogroup35914	GO:0003950
isogroup3592	GO:0000224
isogroup3593	GO:0005525;GO:0007264;GO:0006886;GO:0000160;GO:0003677;GO:0006355;GO:0015031
isogroup35930	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup35931	GO:0005509
isogroup3594	GO:0003777;GO:0005524;GO:0005875;GO:0007018;GO:0008574
isogroup35942	GO:0031419
isogroup3596	GO:0003824;GO:0008152
isogroup35972	GO:0003824
isogroup3598	GO:0005215;GO:0006810;GO:0016021
isogroup360	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup36002	GO:0005525;GO:0007264;GO:0006886;GO:0000160;GO:0003677;GO:0006355;GO:0015031;GO:0003924;GO:0003925
isogroup3601	GO:0003743;GO:0006446;GO:0003723;GO:0006412
isogroup36018	GO:0005634;GO:0005732;GO:0006397;GO:0030529
isogroup3603	GO:0016021
isogroup36039	GO:0005509
isogroup3604	GO:0015220
isogroup36046	GO:0004034
isogroup3605	GO:0004489;GO:0006555
isogroup36055	GO:0047756
isogroup3606	GO:0005622;GO:0006396
isogroup36066	GO:0009058
isogroup36073	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup36077	GO:0005737;GO:0006817
isogroup36078	GO:0004222;GO:0006508;GO:0008237;GO:0008270;GO:0004249;GO:0008133;GO:0008319;GO:0030402
isogroup36084	GO:0004500
isogroup36089	GO:0004672;GO:0005524;GO:0006468;GO:0007268;GO:0048167
isogroup3610	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0003676;GO:0005634;GO:0010992
isogroup36105	GO:0005007
isogroup3611	GO:0003847
isogroup36116	GO:0004800
isogroup36128	GO:0000159;GO:0007165;GO:0008601
isogroup36138	GO:0003746;GO:0005853;GO:0006414
isogroup3616	GO:0004872;GO:0009719;GO:0005164;GO:0033209
isogroup36172	GO:0000062;GO:0030156
isogroup36181	GO:0005515
isogroup362	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup3620	GO:0004806
isogroup36212	GO:0005554
isogroup36213	GO:0003896;GO:0006269;GO:0003887;GO:0003889;GO:0003890;GO:0003891;GO:0003893;GO:0003894;GO:0003895;GO:0015999;GO:0016000;GO:0016448;GO:0016449;GO:0016450;GO:0016451;GO:0016452;GO:0019984
isogroup36226	GO:0003824;GO:0008152;GO:0006118;GO:0031177;GO:0004043;GO:0005949
isogroup36228	GO:0005576;GO:0016020;GO:0003824
isogroup36231	GO:0006811;GO:0016020;GO:0030594;GO:0005230;GO:0016021;GO:0045211;GO:0006810;GO:0015464
isogroup36234	GO:0005515
isogroup36237	GO:0005515;GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0007268
isogroup3627	GO:0004287
isogroup36277	GO:0005509
isogroup36280	GO:0003924;GO:0005741;GO:0008053;GO:0016021
isogroup36285	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022625;GO:0042254
isogroup3629	GO:0004197;GO:0006508;GO:0004198;GO:0005622
isogroup36297	GO:0004840;GO:0006464;GO:0006512;GO:0004842;GO:0010992
isogroup3630	GO:0004287;GO:0006508;GO:0004252;GO:0008945
isogroup36304	GO:0001584;GO:0007186;GO:0016021;GO:0004983;GO:0008502
isogroup3631	GO:0016021;GO:0050291
isogroup36323	GO:0008067;GO:0016020;GO:0004965;GO:0007600
isogroup36325	GO:0005007
isogroup36329	GO:0005509
isogroup3633	GO:0003677;GO:0004003;GO:0005524;GO:0005634;GO:0006289;GO:0016818;GO:0003676;GO:0008026;GO:0006139;GO:0043139;GO:0006281
isogroup36333	GO:0003779;GO:0008091
isogroup36335	GO:0008570
isogroup36346	GO:0005515;GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0007268
isogroup3636	GO:0003677;GO:0005634
isogroup36361	GO:0005267;GO:0006813;GO:0016020
isogroup36378	GO:0001584;GO:0007186;GO:0016021
isogroup3638	GO:0004672;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup36386	GO:0004890;GO:0006821;GO:0007214;GO:0016021;GO:0005230;GO:0006811;GO:0045211;GO:0016020;GO:0030594;GO:0006810
isogroup3639	GO:0004871;GO:0005515;GO:0005096
isogroup36398	GO:0004969;GO:0031808
isogroup364	GO:0008091;GO:0040029;GO:0016570
isogroup3640	GO:0006520;GO:0008483;GO:0003824;GO:0009058;GO:0016769;GO:0004069
isogroup3641	GO:0003700;GO:0005634;GO:0006355;GO:0003677;GO:0040029;GO:0016570
isogroup36418	GO:0007155
isogroup3642	GO:0017116;GO:0033682;GO:0042162;GO:0043141
isogroup36424	GO:0005279;GO:0006865;GO:0016020;GO:0006810
isogroup36429	GO:0007218;GO:0016020;GO:0007155;GO:0004930;GO:0005001
isogroup36436	GO:0004221;GO:0007268;GO:0048167
isogroup3644	GO:0005524;GO:0006810;GO:0016021;GO:0042626;GO:0016887;GO:0000166;GO:0017111
isogroup3645	GO:0003676;GO:0008152;GO:0016491
isogroup36451	GO:0004064;GO:0004063
isogroup3646	GO:0007242;GO:0004713;GO:0016175
isogroup36469	GO:0005737;GO:0006817
isogroup36472	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0003676;GO:0005634;GO:0010992
isogroup36474	GO:0004035
isogroup3648	GO:0004888;GO:0007275;GO:0016020;GO:0004926;GO:0007166;GO:0004930
isogroup36480	GO:0005489;GO:0005506;GO:0006118;GO:0008270
isogroup36485	GO:0004623;GO:0005509;GO:0016042
isogroup36486	GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0007001
isogroup365	GO:0005509
isogroup36505	GO:0005007
isogroup36507	GO:0016020;GO:0004295;GO:0006508;GO:0004263
isogroup3651	GO:0005515;GO:0003774;GO:0005200;GO:0005884
isogroup36520	GO:0005515;GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0007268
isogroup36524	GO:0005525;GO:0007264;GO:0006886;GO:0015031;GO:0003924;GO:0003925
isogroup3653	GO:0008570
isogroup3654	GO:0005525
isogroup36544	GO:0003677;GO:0005634;GO:0046983
isogroup36547	GO:0005634;GO:0007275
isogroup3655	GO:0003824;GO:0008152;GO:0004165
isogroup36560	GO:0000151;GO:0004842;GO:0008270;GO:0016567
isogroup36563	GO:0005737;GO:0006817
isogroup3657	GO:0005216;GO:0006811;GO:0016020;GO:0007600
isogroup36577	GO:0007218;GO:0016020;GO:0016021;GO:0003824;GO:0006633;GO:0005261;GO:0006812;GO:0005509;GO:0005216;GO:0006811
isogroup36578	GO:0003676;GO:0050265
isogroup3658	GO:0006508;GO:0030693;GO:0004197;GO:0016946
isogroup36582	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
isogroup36590	GO:0004672;GO:0005524;GO:0006468;GO:0005003;GO:0016020;GO:0004713;GO:0004674
isogroup3660	GO:0004114;GO:0007165;GO:0003824;GO:0051342;GO:0047555
isogroup36600	GO:0005507
isogroup36603	GO:0017116;GO:0033682;GO:0042162;GO:0043141
isogroup36613	GO:0009058
isogroup3662	GO:0005509;GO:0004197;GO:0004221;GO:0006511;GO:0007268;GO:0048167
isogroup36627	GO:0004345;GO:0006006;GO:0006098;GO:0017057;GO:0005975;GO:0006950;GO:0006979;GO:0034599
isogroup36628	GO:0005509
isogroup36636	GO:0004972;GO:0005234;GO:0007268;GO:0048167
isogroup36639	GO:0005515
isogroup3664	GO:0003677;GO:0003700;GO:0005634;GO:0006355;GO:0007548
isogroup36642	GO:0005261;GO:0006812;GO:0016020;GO:0005216;GO:0006811;GO:0007268
isogroup36645	GO:0008517;GO:0015232
isogroup3665	GO:0005634;GO:0006139;GO:0008168;GO:0016422
isogroup3666	GO:0004415
isogroup36670	GO:0005515;GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0007268
isogroup36673	GO:0003824;GO:0008152;GO:0006118;GO:0031177;GO:0004043;GO:0005949
isogroup36681	GO:0007155;GO:0005509
isogroup36689	GO:0016020;GO:0003899;GO:0003900;GO:0003901;GO:0003902;GO:0002226;GO:0042381
isogroup36690	GO:0003676;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0009719;GO:0005164;GO:0033209
isogroup3670	GO:0004672;GO:0005524;GO:0006468;GO:0004674
isogroup36708	GO:0004872
isogroup36716	GO:0005509;GO:0007156;GO:0016020
isogroup36729	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup3673	GO:0005509;GO:0004368
isogroup3674	GO:0003896;GO:0006269;GO:0003887;GO:0003889;GO:0003890;GO:0003891;GO:0003893;GO:0003894;GO:0003895;GO:0015999;GO:0016000;GO:0016448;GO:0016449;GO:0016450;GO:0016451;GO:0016452;GO:0019984
isogroup3675	GO:0003677;GO:0005634;GO:0006355
isogroup36758	GO:0004129;GO:0006118;GO:0009481;GO:0009482;GO:0009483;GO:0009485;GO:0006950;GO:0006979;GO:0034599
isogroup3676	GO:0004182;GO:0006508;GO:0003677;GO:0006355
isogroup36761	GO:0007155
isogroup36763	GO:0005515
isogroup36774	GO:0005525;GO:0005737;GO:0005198;GO:0005874;GO:0007018;GO:0003924;GO:0043234;GO:0051258
isogroup3678	GO:0004221;GO:0007268;GO:0048167
isogroup36784	GO:0006118;GO:0004497;GO:0050381
isogroup3679	GO:0005515
isogroup36793	GO:0004446
isogroup36795	GO:0004182;GO:0006508;GO:0004180;GO:0004181
isogroup36799	GO:0005622;GO:0008270;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup368	GO:0005198;GO:0005578
isogroup36804	GO:0006508;GO:0008533;GO:0008237;GO:0008270;GO:0004238
isogroup3681	GO:0005337;GO:0006810;GO:0016020
isogroup36819	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
isogroup3684	GO:0003676
isogroup3685	GO:0004558;GO:0004339
isogroup36851	GO:0004364;GO:0005737;GO:0008152
isogroup3686	GO:0004222;GO:0006508
isogroup3687	GO:0005044;GO:0016020;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
isogroup36878	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0042254
isogroup36885	GO:0005525;GO:0007264;GO:0006886;GO:0015031;GO:0003924;GO:0003925
isogroup3689	GO:0003779;GO:0016043
isogroup36890	GO:0005198;GO:0007155
isogroup369	GO:0018024;GO:0040029;GO:0016570
isogroup3690	GO:0004089;GO:0006730;GO:0008270;GO:0031214
isogroup3691	GO:0007155;GO:0005509
isogroup36910	GO:0005524;GO:0008026;GO:0003676;GO:0004386
isogroup3692	GO:0007155
isogroup36922	GO:0005509
isogroup36927	GO:0006508;GO:0030693;GO:0005515;GO:0005622;GO:0042981;GO:0004197;GO:0016946;GO:0006915;GO:1900119
isogroup36930	GO:0004672;GO:0005524;GO:0006468;GO:0005529;GO:0004674;GO:0005737;GO:0006817
isogroup36931	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022625;GO:0042254
isogroup36936	GO:0017116;GO:0033682;GO:0042162;GO:0043141
isogroup3694	GO:0016020
isogroup36946	GO:0004867
isogroup3696	GO:0005261;GO:0006812;GO:0016020;GO:0005262;GO:0006816;GO:0005216;GO:0006811;GO:0007600
isogroup36962	GO:0004519
isogroup3697	GO:0003840
isogroup36973	GO:0005215;GO:0006810;GO:0016021
isogroup3698	GO:0004295;GO:0006508;GO:0004263
isogroup3699	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004675;GO:0004676;GO:0004677;GO:0004679;GO:0004680;GO:0004681;GO:0004683;GO:0004686;GO:0004688;GO:0004689;GO:0004690;GO:0004692;GO:0004693;GO:0004694;GO:0004695;GO:0004696;GO:0004697;GO:0004698;GO:0004700;GO:0004701;GO:0004702;GO:0004703;GO:0004704;GO:0004705;GO:0004706;GO:0004707;GO:0004708;GO:0004709;GO:0004710;GO:0004711;GO:0004712;GO:0004714;GO:0004715;GO:0004716;GO:0004718;GO:0008338;GO:0008339;GO:0008349;GO:0008384;GO:0008443;GO:0008545;GO:0008607;GO:0008819;GO:0016307;GO:0016538;GO:0016773;GO:0016908;GO:0016909;GO:0018720;GO:0019199;GO:0019912;GO:0019914;GO:0035004;GO:0042556;GO:0042557;GO:0004687
isogroup37	GO:0016773;GO:0006508;GO:0008237;GO:0008270;GO:0004429;GO:0015072;GO:0015073;GO:0016303
isogroup370	GO:0005245
isogroup3700	GO:0003777;GO:0005524;GO:0005875;GO:0007018;GO:0008574
isogroup37005	GO:0005123
isogroup3701	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0003676;GO:0005634;GO:0008766;GO:0016881;GO:0018169;GO:0010992
isogroup3703	GO:0005509
isogroup37039	GO:0004768;GO:0005506;GO:0005783;GO:0006633;GO:0016020;GO:0016491
isogroup3704	GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
isogroup3705	GO:0003872
isogroup37055	GO:0004426
isogroup3706	GO:0005509
isogroup37062	GO:0004672;GO:0005524;GO:0006468;GO:0007242;GO:0009190;GO:0016849;GO:0004713;GO:0004674;GO:0004383;GO:0008075
isogroup37069	GO:0004295;GO:0006508;GO:0004263
isogroup37072	GO:0005215;GO:0006810;GO:0005509;GO:0007268;GO:0048167
isogroup37073	GO:0005528
isogroup37076	GO:0008137;GO:0003954
isogroup3708	GO:0007242;GO:0035005
isogroup37087	GO:0004872;GO:0004252;GO:0004289;GO:0008132;GO:0008243;GO:0008991;GO:0016808
isogroup3709	GO:0004890;GO:0005230;GO:0006811;GO:0016021;GO:0045211;GO:0016020;GO:0030594;GO:0006810;GO:0009719;GO:0022834
isogroup37090	GO:0005328;GO:0005887;GO:0006836;GO:0016020;GO:0005330;GO:0007268
isogroup37098	GO:0006952;GO:0042829;GO:0004623;GO:0005509;GO:0016042;GO:0000160;GO:0003677;GO:0006355
isogroup37103	GO:0003824
isogroup37119	GO:0005509;GO:0007156;GO:0016020;GO:0003676;GO:0005198;GO:0007155
isogroup3712	GO:0031419
isogroup37121	GO:0005509
isogroup3714	GO:0004144
isogroup37145	GO:0000015;GO:0004634;GO:0006096
isogroup37146	GO:0000151;GO:0004842;GO:0008270;GO:0016567;GO:0010992
isogroup3715	GO:0004245;GO:0006508;GO:0016020;GO:0008237;GO:0008270;GO:0016512;GO:0016511
isogroup37158	GO:0016021;GO:0005432
isogroup3717	GO:0005515;GO:0007242
isogroup3718	GO:0003676;GO:0005524;GO:0008026;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup3719	GO:0003810;GO:0002226;GO:0001867
isogroup37197	GO:0004500;GO:0006584
isogroup3720	GO:0005509
isogroup37205	GO:0004725;GO:0006470;GO:0004721;GO:0005001
isogroup3721	GO:0003677;GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup3723	GO:0008270;GO:0004725;GO:0004437;GO:0046839;GO:0001668;GO:0008138;GO:0008252;GO:0008330;GO:0008579;GO:0008969;GO:0016312;GO:0016791;GO:0017017;GO:0017161;GO:0019175;GO:0019178;GO:0019198;GO:0030351;GO:0030352;GO:0042576
isogroup37234	GO:0004597
isogroup37246	GO:0005525;GO:0006412;GO:0003746;GO:0006414
isogroup37262	GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0007001
isogroup37267	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0022625;GO:0042254
isogroup3727	GO:0006118;GO:0004497
isogroup37274	GO:0016020
isogroup37277	GO:0007155;GO:0004563;GO:0005975
isogroup3728	GO:0005525;GO:0007264;GO:0006886;GO:0000160;GO:0003677;GO:0006355;GO:0015031;GO:0003924;GO:0003925
isogroup3729	GO:0003700;GO:0005634;GO:0006355;GO:0003677
isogroup37295	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0015935;GO:0042254
isogroup37299	GO:0004221;GO:0007268;GO:0048167
isogroup3730	GO:0004715
isogroup37306	GO:0005279;GO:0006865;GO:0016020;GO:0006810
isogroup37307	GO:0005123
isogroup37317	GO:0006811;GO:0016020;GO:0030594;GO:0005230;GO:0016021;GO:0045211;GO:0006810;GO:0015464
isogroup37329	GO:0005622;GO:0008270;GO:0004190;GO:0006508;GO:0010992
isogroup3734	GO:0004815;GO:0005524;GO:0006422;GO:0004812;GO:0005737;GO:0006418;GO:0003676;GO:0004816
isogroup37343	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup37352	GO:0001733
isogroup3736	GO:0005272;GO:0006814;GO:0016020;GO:0015280;GO:0007600
isogroup37360	GO:0004312
isogroup37368	GO:0007155;GO:0016020;GO:0002226;GO:0001867
isogroup3737	GO:0000160;GO:0003677;GO:0006355
isogroup37375	GO:0003824;GO:0006633;GO:0008152;GO:0016740;GO:0004315;GO:0004312
isogroup3738	GO:0005525;GO:0003924
isogroup37382	GO:0005515;GO:0007165;GO:0004672;GO:0005524;GO:0006468;GO:0004713;GO:0004674
isogroup37396	GO:0003677;GO:0003899;GO:0006351
isogroup3740	GO:0016020;GO:0030001;GO:0046873
isogroup3741	GO:0016020
isogroup3742	GO:0007267;GO:0007275;GO:0007154;GO:0006508;GO:0008233
isogroup37429	GO:0005622;GO:0008270;GO:0005529;GO:0000151;GO:0004842;GO:0016567;GO:0010992
isogroup37438	GO:0003777;GO:0005524;GO:0005875;GO:0007018
isogroup37440	GO:0001584;GO:0007186;GO:0016021
isogroup37447	GO:0031419;GO:0002226;GO:0009682
isogroup3746	GO:0007049;GO:0010992
isogroup37463	GO:0006508;GO:0008234
isogroup3747	GO:0016020;GO:0005245
isogroup3749	GO:0051059;GO:0002226;GO:0045824
isogroup375	GO:0004930;GO:0016020;GO:0002226;GO:0001867
isogroup3750	GO:0004702;GO:0005524;GO:0007178;GO:0016020;GO:0004675;GO:0005024;GO:0004672;GO:0006468;GO:0004713;GO:0004674;GO:0005025
isogroup3751	GO:0005215;GO:0006810;GO:0016020;GO:0008523
isogroup37513	GO:0003677;GO:0005524;GO:0008026;GO:0003676;GO:0004386;GO:0004003;GO:0004004;GO:0008094;GO:0008186;GO:0015462;GO:0015616;GO:0016887;GO:0017116;GO:0042623;GO:0042624;GO:0042625;GO:0042626
isogroup37516	GO:0006810;GO:0008519;GO:0016020
isogroup37519	GO:0007155;GO:0004563;GO:0005975
isogroup37520	GO:0016020;GO:0005509
isogroup37526	GO:0003700;GO:0005634;GO:0006355;GO:0003677
isogroup3753	GO:0005874
isogroup37530	GO:0000074;GO:0006281
isogroup37532	GO:0005515;GO:0005267;GO:0006813;GO:0016020;GO:0005249;GO:0008076;GO:0005261;GO:0006812;GO:0005216;GO:0006811;GO:0007268
isogroup3754	GO:0005198;GO:0005874;GO:0007018
isogroup37542	GO:0004275
isogroup37546	GO:0004890;GO:0006821;GO:0007214;GO:0016021;GO:0005230;GO:0006811;GO:0045211;GO:0016020;GO:0030594;GO:0006810
isogroup3755	GO:0004672;GO:0005524;GO:0006468;GO:0004674;GO:0004713;GO:0004682;GO:0004691;GO:0005952;GO:0005956;GO:0008603;GO:0008605
